Author,Comment,Published
@dimasp8340,"Kalo dari yg saya liat sih kurikulumnya sih paling banyak ketimpangan antara TK dan SD kelas awal.<br>TK tidak diwajibkan bisa calistung, eh pas awal masuk kelas 1 SD udah dikasi banyak muatan pelajaran. Jadinya gurunya ga bisa fokus ngajarin siswanya calistung dulu, ngajarin hal2 etika dulu, ngajarin pemilahan sampah dulu, yg mana itu paling penting diajarkan ke anak usia awal SD dibandingkan harus dikasih muatan pelajaran seabrek.<br>Mana orang tua disini juga mostly cuman jagain dari sekolah doang buat belajar calistung, di rumah udah ga diajarin apa2, padahal waktu buat di sekolah itu singkat banget, mana 1 guru harus dibagi fokus ke puluhan siswa.",2024-10-10T19:48:10Z
@tohaahmad8266,"Setuju kaget banget gua anak sd sekarang kelas 5 belum lancar membaca, dulu gua kelas 2 udah lancar dan itu rata rata, gua yakin sih ada yang salah di kurikulum sekarang",2024-10-10T19:45:58Z
@siygpalingnganu6365,"STANDARD PENDIDIKAN SEKARANG mungkin diambil dari GIBRAN,<br>Biar IPK nya tidak melebihin gibran 😂😂😂😂",2024-10-10T19:39:46Z
@pencuri24,"Ini hanya pendapat saya saja, sebetulnya guru juga berpengaruh pada tingkat kecerdasan seorang murid. Menurut saya kebanyakan anak sekarang lebih mengerti oleh praktek daripada teori. Jujur sekolah itu tempat paling boring untuk belajar namun paling asyik untuk pertemenan dan urusan cinta. Saya melihat beberapa vidio pengajaran orang luar saya sangat terkejut dengan cara mereka membuat komunikasi dengan murid berbeda sangat sangat jauh dengan indonesia😂",2024-10-10T19:38:58Z
@agusriansyahjimmy292,Saya punya teman guru bang terkadang guru skrng tarlalu takut untuk ngajar keras kaya tahun 90 dan 2ribuan awal kerna meraka bilang takut di laporkan kekarsan anak dan tidak tidak menyenangkan,2024-10-10T19:36:02Z
@ahmadfaisol310,🔥🔥🔥,2024-10-10T19:34:07Z
@Jun-Sky,"Sebagai anak dari ibu profesi guru ... bener banget makin sini makin gajelas ... Sering kali perubahan kurikulum, anak harus di paksa naik kelas, sistem zonasi yang ga merata, beban job desk guru makin banyak.  😢",2024-10-10T19:30:59Z
@afal7526,KTSP tidak terlalu buruk,2024-10-10T19:29:25Z
@aqiljr3018,"Di negara maju/menuju negara maju 2 sektor yg paling diperhatikan itu pendidikan dan kesehatan, sedangkan disini 2 sektor itu dikesampingkan gimana mau punya sdm bagus+produktif",2024-10-10T19:29:01Z
@masmulhamdi,"Anak gue baru kelas 2 SD, masih belum bisa baca, di sekolah bukannya diajarin baca tulis malah disuruh beli LKS... Kalau gue kaya mah ogah banget nyekolahin anak disini... Menteri nya katak dalam tempurung,, nggak tau kondisi sekolah di Indonesia",2024-10-10T19:22:47Z
@malikwijaya123,Ketika denger ada anak SMP/SMA yang nggak bisa baca lancar bener-bener langsung kicep sih. Kok bisa naik kelas?,2024-10-10T19:21:51Z
@rizkywibowo6183,"Kayanya emg pemerintah kita gak mau masyarakat nya pinter,bukan karna mereka ga bisa.<br>Biar di pemikiran masyrakat pemerintah yg baik dan bagus itu adalah pemerintah yg  bagi2 bansos,ngasi subsidi,dan belusukan doang... Cmiw",2024-10-10T19:20:41Z
@shifafauziah1693,"Dri SD-SMA di negeri dlu banyak PR ga masalah..ya krena memang jam skolah sbntar smntara mapel banyak bgt (SMP n SMA) <br>Jdi ada bbrpa mapel yg memang hrus dikasih latihan soal lebih. Jdi ada buku paket n lks tuk latihan soal. <br>Klau ada PR, mau gamau anak jdi baca. Tpi skrg udh ada intrnet, buka kamus buku n aplikasi jdi beda.",2024-10-10T19:20:01Z
@Ahmedsayyidr,"Sebenrnya bukan sistem pendidikan dll.. Emg SDM kita aja rendah, dan kita hrus akui",2024-10-10T19:17:52Z
@SemangkaManis-v3d,Kurasa presiden sengaja mempertahan kn mentri yg gk paham pelajaran mkny ganti2 kurikulum,2024-10-10T19:16:57Z
@StyxIceCube,"Orang-orang itu kemudian berkembang biak, sembari berkoar koar kalau sekolah tidak penting dan bersikap anti kepakaran. Meskipun demikian, suara mereka dihitung sama ketika pemilu dengan peneliti pemenang Habibie award dan orang2 yang mengajar dengan gaji 300 ribu per bulan dibayar 3 bulan sekali.",2024-10-10T19:16:38Z
@andribaghaskara3641,"Bayangin, beberapa tahun lagi anak-anak ini cukup umur dan punya hak pilih, disuapin konten medsos hoax buat menggait suara pemilu kayak kemaren.<br><br>10 tahun dari sekarang kalo mayoritas pemilihnya kayak begini mah cuma bakal dibegoin oligarki buat memperluas kekuasaan &amp; memperkaya dinasti keluarga dan golongannya 😂",2024-10-10T19:16:18Z
@SamsulHadi-ky4do,"Kenapa ini bisa?<br>Karena orang tuanya cuma bisa bikin anak,bukan ngebimbing anak",2024-10-10T19:15:40Z
@adhidwipa6027,Finland sudah Ryzen CPU-nya sedang Indo masih AMD K-6,2024-10-10T19:15:06Z
@Kanal_Mania,"Udah mah ngga ada naik kelas, ditambah sekolah gratis. Orang tua sekarang kalo anak ngga naik kelas jg ngga takut. Mau 10 tahun di sekolah jg ngga masalah, secara itu gratis. Itung2 &quot;daycare&quot; gratisan...",2024-10-10T19:11:53Z
@fahrizaltunjung4566,"2011 saya masuk SMA dan itu masih menggunakan nilai UN untuk masuk SMA, tentu saja ada jual beli kursi pada saat itu tapi tidak semasif sekarang yg secara terang terangan jual beli kursi makin kerasa dan itu justru semakin membuat saya yakin sistem zonasi justru membuat makin mundurnya sistem pendidikan di Indonesia.",2024-10-10T19:11:41Z
@YusuppYudayanaa,Lekas Sembuh Pendidikan Indonesia,2024-10-10T19:10:52Z
@FahrulRozi-w5b,"Saya sekolah SMA swasta udah kelas 11 dan ada program di sekolah  dengan guru bk sampai yang terasa sakit hati tuh waktu upacara yang lain absen pas nama saya dilewati terus ngomong kamu siapa ada yang kenal?, sejak itu saya mau pindah sekolah tapi dihapuskan bayar buat pindah 15juta dan diposisi keluarga saya orang gak punya, jadi secara tidak langsung saya dipilihkan mau lanjut apa tidak disekolah ini, padahal pas SD SMP alhmdllh iya nilainya tinggi diatas rata2, namun keadaan yang tidak bisa melanjutkan sekolah,",2024-10-10T19:10:27Z
@farelexu,"bang, plis speak up tentang gaji guru honorer yg sangat kecil, padahal profesi guru sangat penting dan berjasa untuk para penerus bangsa",2024-10-10T19:06:42Z
@muhammadfaizazmi1779,"Hasil kurikulum merdeka apasih???anak anak pada sembrono nggak punya attitude sama orang tua dan membaca pun tidak hapal, tidak menghormati gurunya....saya banyak dapet curhatan dari para guru guru yang mana banyak siswa siswi sekarang kebanyakan sekarang ya itu penyakitnya seperti yang aku sebutin diawal.dan gua nggak kaget sihh banyak anak yang be**o setengah ampun<br>Ohh Iyah aku mau nambahin aja nihh sekarang guru guru juga terkadang yang baru baru sibuk ini itulah yang mana nggak fokus sama tupoksinya ngajar!!<br>Dan aku juga nggak setuju sama zonasi biki siswa siswi nggak mau belajar<br>Dan aku nggak setuju SMA statusnya ditarik ke provinsi karena banyak SMA yang tidak lokasinya yang baik dan properr",2024-10-10T19:02:31Z
@RyanJ.,Indonesia cemas 2045,2024-10-10T19:02:06Z
@rioramdlan4190,Di sekolah desaku ada juga yg gabisa baca,2024-10-10T18:58:29Z
@yohaneschandra238,"Kalo boleh ngeluh sie kurikulum merdeka mewajibkan anak belajar mandiri,, tapi kemampuan literasi masih kurang,, jangankan analisis menceritakan kembali garis besar dari apa yang udah dibaca aja nggak bisa.. Anak tidak boleh tidak naik kelas, bahkan jika tersandung kasus jaman saya dulu miras, hamil, tawuran, bawa sajam dikeluarkan sekarang g boleh.. Anak salah seperti telat aja pernah viral tu,, guru ngehukum murid nulis 100 kalimat sampe 2 jam belum selesai padahal anak 90n,, 100 kalimat ma cuma 1 mapel.. Tapi sampe dipanggil DPR,, disuruh hukum berdiri dilapangan push up.. Padahal hukuman fisik g boleh,, khan ramah anak meskipun nggak ramah guru.. Ya mau ngajarin apa guru kalo bahkan materinya masih harus mencarikan untuk dikasih ke siswa? Belumlagi masalah penilaian,, tidak boleh soal2 yang mengingat contoh pertanyaan sebutkan, apa yang dimaksud, jelaskan pengertian, semua soal harus berbasis analisis.. Kalo,, mengingatnya udah bagus dan materi yang dikuasai udah cukup.. Kalo belum?? Jadi mau dibawa kemana pendidikan sebagai guru kami terkhusus saya nggk tau,, belum lagi dg zonasi tu.. Anak dah ngg butuh nilai lagi buat ke jenjang berikutnya,, kalo lagi diajar materi pura2 tidur.. Dikasih prakteknya semangat,, kita sebagai guru juga bingung khan? Kalo cuma praktek tanpa teori gimana mereka bisa diketahui ketuntasannya? Alesan kenapa penggaris plastik setelah digosok ke rambut bisa narik sobekan kertas aja karena digosok,, padahal sebelum praktek udah diksih tau materinya listrik dinamis.. Kami sebagai guru minta maaf kalau memang dirasa membodohkan generasi,, tapi seperti itu yang kami alami.. Saya guru P3K (Pegawai Pemerintah dengan Perjanjian Kerja) semoga ada perbaikan kedepannya untuk negara kita tercinta",2024-10-10T18:58:17Z
@basiliskdoor,Mulai paham alasan lu keluar dari pns buat jadi konten kreator. Semoga tetap konsisten dan sedikit demi sedikit membenahkan indonesia dari luar. Memang harus diviralkan dulu baru mau gerak pejabat pejabat kita.,2024-10-10T18:57:47Z
@RohmatKurniadi-u5e,Bg bahas wasit Bahrain vs indo,2024-10-10T18:56:00Z
@Ilhammaulana-qs4vt,bahas katak bhizzer mas🤣,2024-10-10T18:55:07Z
@shifafauziah1693,"Balikin lagi sistem tinggal kelas n UN.. biar mau ga mau pd belajar, ga mesti bimbel tpi setidaknya ortu peduli buat beli buku paket n buku penunjang, dibanding beli hp+kuota/top up game.<br>Bapak² jaman dulu pagi²  ngopi&amp;/rokok sambil baca koran.. skrg nonton 😅",2024-10-10T18:53:57Z
@tegarwp7495,mahasiswa ga bisa basa enggres guaa  piyee iki,2024-10-10T18:51:52Z
@jinxvi7702,"aduh bener lagi ternyata ga saya aja, di Sidoarjo ada sebuah kecamatan yang saya tinggali gapunya ga dibangun sekolah SMA maupun SMK negeri dari dulu, ada zonasi pun saya bingung di kecamatan saya gaada SMA negri kalau daftar nyebrang kecamatan gabisa kalah zonasi sama warga yg tinggal di kecamatan deket sekolah itu. akhirnya mau gamau sekolah SMA swasta yang nanggung agak lumayan mahal tapi ya ga bagus2 amat kualitasnya. lebih bagus SMA negeri favorit di kecamatan sebelah. ga adil banget, nah SMA swasta saya ini satu satunya SMA yang ada dikecamatan saya sejak berpuluh-puluh tahun, dan setelah bertahun-tahun juga gaada dibangun sekolah SMA negeri, padahal tanah desa pun masih ada buanyak yang kosong, udah jelas dong pasti dimonopoli sama satu SMA swasta ini, karena kalau ada SMA negeri pasti bakalan sepi muridnya pada lari ke SMA negeri",2024-10-10T18:51:25Z
@rumpoet,"Kurikulum merdeka emg cuman bisa diterapin kalau lo dah lulus sma, kaya kuliah. Dah tuh lo bebas mau kuliah mendapatkan pendidikan dri kampus mana aja karena pemerataan pendidikan tanpa mandang daerah dah almamater. Lo kuliah jg bebas kan tuh milih matkul atau kejurusan yg sesuai ama minat lo. Lah kocak ini diterapin di sma lah bejir, bebas dri mana wong belajar dasar, kalau dasar aja dibebasin gimana lo pnejurusan di kuliah. Oh iya, &quot;kuliah kan ga penting&quot; bukan kata kalian yg mendapatkan kurikulum merdeka?.",2024-10-10T18:49:23Z
@justadentify,Kan disiapin untuk jadi driver ojol bang aowkoawkoawkoawkokawokawokawokawokawokawokoawko,2024-10-10T18:49:18Z
@recehhunter7981,Kok bisa gabisa baca lulus sampe SMA ? jaman gua sd kelas 3 udah pada lancar baca sama ngitung metode sederhana mulai dari meng-eja AIUEO ini budi ini bapak budi. Cara ngajar ngitung juga sederhana modal korek api pas kelas 3 baru lah mulai pake rumus nyari variable tertentu.,2024-10-10T18:46:00Z
@farmadevi8690,"Laen kali pilih mentri pendidikan.. yang lahir besar dan sekolah di indonesia.. <br>Jangan kayak nadiem lah, gagal total orang itu.. apa perlu pak BGS di transfer lagi jadi menteri pendidikan ?",2024-10-10T18:43:50Z
@ismudiarto89,"Gaji guru tetap di Malaysia rata2 bulat nya mencapai 6,000 RM atau setara dengan 20 jt an, sedangkan guru besar (dosen dll) 15,000 RM atau sekitar 37 jt an 😅 NB: kurs Ringgit per Rupiah nya 2,600 tahun 2023",2024-10-10T18:41:23Z
@farmadevi8690,"Betul.kata jk, tidak.merdeka aja tidak belajar, apalagi merdeka.",2024-10-10T18:41:10Z
@dewaandika4735,"Sok sokan meniru sistem di finlandia, mari sini ke pelosok NTT dan liat sekolah&quot; sini...<br>Kurikulum merdeka yang tidak merdeka",2024-10-10T18:40:33Z
@Ray-ko6cw,"Takut banget, bakalan ada Gap gak ke produktifitas masyarakat nantinya ya?",2024-10-10T18:40:26Z
@KorbanMulyonoSiTukangTipu,Presiden bodoh akan memilih menteri yg bodoh dan punya kebijakan bodoh,2024-10-10T18:38:20Z
@muheka20,"Kalau ini diteruskan, indonesia menuju dark age di tahun 2045",2024-10-10T18:38:03Z
@arhieapin3102,Mentri nya cuma cuap&quot; aplikasi&quot; <br>Semoga periode berikutnya jauh lebih baik lagi ..di rombak total..<br><br>Nadim mending di bisnis ojeg online aja!!<br>Coba di usut itu anggaran nya di kementerian nya..<br>Ga ad cerdas&quot; nya nanti generasi muda Indonesia!!!<br>Rezim bobrok..!!,2024-10-10T18:37:52Z
@farmadevi8690,Nadiem makarim = menteri pendidikan terburuk sepanjang masa.,2024-10-10T18:37:34Z
@PrasetyoSetyo-w7d,Kembalikan sistem caturwulan,2024-10-10T18:36:33Z
@brianwhuda8724,Cokk bahkan aspek pendidikan dibikin lelucon sama pemerintah 😂,2024-10-10T18:33:23Z
@muhammadziad9492,"Dulu sy di sd kelas 5 dan 6 tuh udah hafal perkalian 1-10. Di generasi skrg, jangankn SD bahkan SMP aja gk hafal perkalian. Klo dri sya slah satu mslahnya ad di gadget. Anak2 skrg lebih sring menggunakan gdget utk mnnton hal2 yg gk mendidik dripda hal2 utk pembelajaran. Batasi ajalah pembelian, penggunaan gadget di usia 17 tahun kebwah. Kerja sama menkominfo sma mendikbud utk larangan anak2 sekolah dasar sampai sklah menengah utk pemakaian gdget. Apapun alasannya kan masih ad orgtua yg punya gdget utk digunakan dlam pembelajaran diluar sekolah (rumah)",2024-10-10T18:33:03Z
@bubblech-c4n,Bisa di contoh Vietnam skrg skor pisanya banyak yg bisa ngalahin Amerika dari satu bidang,2024-10-10T18:31:42Z
@NiCode2,Saya sudah 10 tahun mengajar. Kualitas siswa 5 tahun terakhir ini ntah kenapa kyk banyak gak ngertinya dan motivasi belajarnya lebih rendah,2024-10-10T18:31:40Z
@syarifhidayatullah4113,"ini serem bgt ya kalau dibayangkan kedepan nya gimana. kalau ternyata kita rubah sistem pendidikan nya lagi seperti dahulu, berarti ada 1 generasi yang zonk. seperti yang sudah kita rasakan sekarang. dan generasi itu yg akan menjadi percontohan atau pemimpin dari generasi sblm nya. mudah2 an tidak se buruk yang saya pikirkan. dan mudah2 an kita bisa saling bekerja sama untuk indonesia yang lebih baik",2024-10-10T18:30:31Z
@rudinugraha1555,"Entah apa yang akan di alami anak anak ini di masa depan ?..., saat mereka sudah harus bertanggung jawab atas kebutuhan baik primer maupun sekunder mereka sendiri",2024-10-10T18:29:23Z
@madiwalhamdi43,Nadhim nadhim,2024-10-10T18:27:52Z
@ashqi5381,opening ngeluarin asep cringe bgt ya kalo dipikir2 wkwk,2024-10-10T18:23:04Z
@arifinangkasa7405,Serius kah,2024-10-10T18:21:12Z
@lelilayla2770,"Saya tinggal di tubab<br>Saya jualan di kantin sekolah smp<br>Sekarang banyak anak2 gak ngehargain gurunya<br>Izin ke wc mampirnya kekantin<br>Kalo di tegur laper bu/pak(banyak ngelesnya)<br>Kalo guru keluar habis jamnya langsung cepet2 keluar nyusul keluar<br>Kalo guru mau masuk kelas anak2 yg dkantin &quot;udah santai aja disini dulu toh nanti cuman di ceramahi bentar, trus suruh duduk&quot;<br>Anak2 udah pinter banyak ngelesnya, pandai mutar balikkan fakta.<br>Sekolah ramah anak, tpi anak2nya yg gak ramah",2024-10-10T18:19:44Z
@ahim919,"Kebanyakan guru itu ditekan, gaji dan tunjangan ga seberapa. Belom lagi ngadepin ortu siswa yg sering rewel, atau atasan.  Yah intinya jgn banyak nyalahin pemerintahlah, ga perlu alesan kena tipu atau dibohongin. dah tau ga bisa ngasih perubahan lebih baik mlahan dipilih lagi. 🙏🏻",2024-10-10T18:18:11Z
@rizaleffendy941,"Guru sekarang gak ngajar mas kayak dulu, sekarang guru di suruh administrasi.",2024-10-10T18:18:00Z
@robysaputra-vt5ev,"Sedih memang ngeliat Indonesia, hancur di semua aspek",2024-10-10T18:12:04Z
@Rahmat_tp,ya semoga aja indonesia emas 2045 bisa terwujud dengan adanya kabinet baru,2024-10-10T18:09:34Z
@rossita6634,"Bang, gua pernah ketemu anak sma ipa kelas 11 ga taw koordinat cartesius (sumbu X dan sumbu Y).",2024-10-10T18:08:58Z
@kantorbola-u1j,SEMOGA VIDEO INI TERSEBAR LUAS SUPAYA MENJADI PENGETAHUAN DAN EDUKASI BUAT MASYARAKAT INDONESIA SUPAYA LEBIH CERDAS,2024-10-10T18:08:11Z
@mwildanrizkiawal2440,"Kurikulum Merdeka.<br>Merdeka saat sekolah.<br>Menjadi budak kemiskinan saat dewasa.<br><a href=""http://www.youtube.com/results?search_query=%23indonesiacemas2045"">#IndonesiaCemas2045</a>",2024-10-10T18:08:10Z
@MisbahulHamidAditya,"Topik yang sangat aku nantikan bang. Soalnya belakangan aku mikir gini, kenapa sistem pendidikan harus gonta-ganti? Kenapa tiap ganti kepemimpinan ada aja pergantian, itu yang membuat orang tua kadang juga bingung mengikutinya. Bukannya mereka gak update/berusaha mempelajari skema pembelajaran sekarang, cuman tau sendiri kebanyakan ortu itu gak seperti itu. <br>Aku rasa daripada ganti&quot; Kurikulum mending tingkatkan kualitas tenaga pendidik, tingkatkan sarana pembelajaran supaya tidak ada kesenjangan antar sekolah",2024-10-10T18:05:22Z
@Anrinobelibrahim,"Gua makin hawatir , ketika siswa sampe mahasiswa sekarang kalo jawab soal / ngerjain tugas pake AI .. <br><br>Gua sebagai programmer aja kalo iseng pake AI kadang suka tersesat kalo emang ga paham sama sekali , apalagi cuma ngerjain tugas , PR dan lain2 ya mereka ga akan paham sama sekali .. <br><br>Ngeri sumpah .. <br><br>Guru sekarang juga makin ditekan dengan administrasi dan lain2 .. fokus mereka kebagi karena beban tersebut .. <br><br>Anak2 nya juga malah anggap enteng segalanya &quot; ah ada internet , ah ada AI dan lain2 &quot; <br><br>Gila sih , gua takut",2024-10-10T18:05:04Z
@fachryazriel5404,"bukannya mengajarkan malah disuruh belajar sendiri <a href=""http://www.youtube.com/results?search_query=%23kurkummerdeka"">#Kurkummerdeka</a>",2024-10-10T18:04:58Z
@danielpattas4938,"IMHO, belum terlambat untuk memperbaikinya. Tanpa kita sadari sudah berapa generasi yg terlewat sejak 2017, dan mereka ini yg nntinya memasuki angkatan kerja, generasi dgn iklim kompetisi rendah. Termasuk adik sepupu sendiri yg saat ini SMP dan SMA, saya temukan seperti itu, jadi saya sempatkan utk menggemblengnya sendiri di rumah. Miris memang melihatnya. Belum lg yg saya temukan ketika interview beberapa kandidat utk tim saya di lab, alumni univ. negeri, fresh grad angkatan 2019/2020, transkrip nilai bagus semua dgn IPK &gt;3.5, ditanyain pertanyaan2 umum terkait mata kuliah yg ada di transkripnya, tidak bisa jawab betul2 kosong. Jadi skeptis dgn ijazah dan transkrip.",2024-10-10T18:04:41Z
